,image_path,label
279,dataset\raw-img\chicken\OIP-67CcjgZaLkCofVRHLf1SwgHaE7.jpeg,2
280,dataset\raw-img\sheep\OIP--CqWh6W1NLb76TYL4OCGAAHaFi.jpeg,7
281,dataset\raw-img\spider\OIP-Mj15wALS_srxPktt6trhhQHaGA.jpeg,8
282,dataset\raw-img\chicken\OIP-4if2Gwp5F3ZsFaeF9ZnF8QEsDh.jpeg,2
283,dataset\raw-img\dog\OIP-k-pgljGe2L4Y7aAJJiFUowHaF2.jpeg,4
284,dataset\raw-img\dog\OIP-2XrAVXGsrgEe0r_qLn8efwHaE7.jpeg,4
285,dataset\raw-img\dog\OIP-SWr2wjZYlY78uw7j0OWolwHaFj.jpeg,4
286,dataset\raw-img\squirrel\OIP-faALlbULbQHYkDDyUAcRgwHaHc.jpeg,9
287,dataset\raw-img\cow\OIP-AzYAjAS9DR4Z6qqp2m5SUgHaFl.jpeg,3
288,dataset\raw-img\horse\OIP-GIhG-wdpD3JxulqPEdJKewHaFj.jpeg,6
289,dataset\raw-img\spider\OIP-1JpWGZ4ws7XjdOnbrSCR5wHaFj.jpeg,8
290,dataset\raw-img\elephant\OIP-8OBZGViwjUdPgnzJIpuIhQHaFj.jpeg,5
291,dataset\raw-img\cat\1721.jpeg,1
292,dataset\raw-img\spider\OIP--EkJDWQXEH4gMjl8fn9pLQHaE8.jpeg,8
293,dataset\raw-img\chicken\97.jpeg,2
294,dataset\raw-img\horse\OIP-Sxz7ALi0FDvONnOTrnELbwAAAA.jpeg,6
295,dataset\raw-img\dog\OIP-3w-1ClSi_ISpTxLOR5BOEwHaEq.jpeg,4
296,dataset\raw-img\spider\OIP-o8RWXNENkfIf3GSqR1x_fgHaFj.jpeg,8
297,dataset\raw-img\spider\OIP-qhlrgvaBVX0qUvajg6066QHaE8.jpeg,8
298,dataset\raw-img\sheep\OIP-sHqm4x1K0ff6d77N8QfAigHaFj.jpeg,7
299,dataset\raw-img\spider\OIP-NrvRKpy_RPgUWECudCk0_AHaHQ.jpeg,8
300,dataset\raw-img\dog\OIP-3Bnkxem8muADylMAeBA8PwHaJ0.jpeg,4
301,dataset\raw-img\squirrel\OIP-KztcpsDR316W9qPqkRHPWAHaFu.jpeg,9
302,dataset\raw-img\elephant\OIP-r6Y24bJ20hSQIxUWGVUhCQHaFj.jpeg,5
303,dataset\raw-img\cow\OIP-B64AtjjfKv5-opweckOLgQAAAA.jpeg,3
304,dataset\raw-img\dog\OIP-oPYSktsMIF71rCqqLRhRHgHaF-.jpeg,4
305,dataset\raw-img\cat\189.jpeg,1
306,dataset\raw-img\cat\1244.jpeg,1
307,dataset\raw-img\squirrel\OIP-h0EmWxqTRsM6N2qdsD8beAHaHa.jpeg,9
308,dataset\raw-img\dog\OIP-r8IdEriByQcUbmIgjkGwLAHaHa.jpeg,4
309,dataset\raw-img\elephant\OIP-HCsdg789TU3bzRXxwq-fTwHaEo.jpeg,5
310,dataset\raw-img\cow\OIP-06Pazp4Kke9y83IfdQ5vQwHaFT.jpeg,3
311,dataset\raw-img\horse\OIP-lUHv3I5K2Cy81dwPbTZ_hgHaFc.jpeg,6
312,dataset\raw-img\butterfly\ea34b90b29f7053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0
313,dataset\raw-img\chicken\OIP--zjndeKVyq0TzCr8hzxbbAHaFj.jpeg,2
314,dataset\raw-img\cow\OIP-KG9IS1ti1Oq9PIL63sC5LAHaE9.jpeg,3
315,dataset\raw-img\spider\OIP-s8DOf2zn9_DKTrWHV6-kKwHaFI.jpeg,8
316,dataset\raw-img\dog\OIP-k6W6-9tSVHsBPL3itvbAvwHaGV.jpeg,4
317,dataset\raw-img\cat\836.jpeg,1
318,dataset\raw-img\horse\OIP-NAVncQOVgugHmdvfEnFYAwHaJr.jpeg,6
319,dataset\raw-img\chicken\OIP-oJU7dv0kgpVyFSLeEXdBngHaEK.jpeg,2
320,dataset\raw-img\spider\OIP-37vWZ6wu3x6t0yq3OjzoYgHaGd.jpeg,8
321,dataset\raw-img\dog\OIP-U4jd2R21DIwxeYlbwjWM9gHaFn.jpeg,4
322,dataset\raw-img\chicken\OIP-5WSRINSHm-mR5UtC_6KAbQHaGN.jpeg,2
323,dataset\raw-img\cat\e830b40e2ffc023ed1584d05fb1d4e9fe777ead218ac104497f5c979aee4b1bf_640.jpg,1
324,dataset\raw-img\chicken\OIP-dJrK9Ti7LFKBuCG3oJpCtwHaE8.jpeg,2
325,dataset\raw-img\sheep\OIP-oIWcSVTvVF_crUkQDIDCowHaEk.jpeg,7
326,dataset\raw-img\dog\OIP-TZJ-EP50l7vGLslEgwOtKQHaE8.jpeg,4
327,dataset\raw-img\horse\OIP-D1b3pvKXMHIxnxLAWo7kXAHaFj.jpeg,6
328,dataset\raw-img\horse\OIP-3uw2ajuUiOhZ50Cg_8lctQHaFj.jpeg,6
329,dataset\raw-img\dog\OIP-iXAJSKIILYXPfs-Hhg65kQHaHn.jpeg,4
330,dataset\raw-img\butterfly\ea37b40d20fd023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,0
331,dataset\raw-img\dog\OIP-IaW4omWfxeCI8YShowq0fgHaJH.jpeg,4
332,dataset\raw-img\chicken\OIP-f0Nqo98EgI_wBriheI1iNwHaFy.jpeg,2
333,dataset\raw-img\butterfly\ea36b7082ef6043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0
334,dataset\raw-img\butterfly\OIP-BXeGv3oN0EqSbse_sedwkQHaHh.jpeg,0
335,dataset\raw-img\dog\OIP-QMOB5BfYuEcKCV0Rkg7bHgHaFi.jpeg,4
336,dataset\raw-img\spider\OIP-n2l25AakpdeXiFq9F8UDHQHaH4.jpeg,8
337,dataset\raw-img\chicken\OIP-FG1q4jJ_R3E5uxpkUw3gAAHaE_.jpeg,2
338,dataset\raw-img\squirrel\OIP-1cGyBG5VvAiMlB88JpLZfgHaD4.jpeg,9
339,dataset\raw-img\dog\OIP-3dmQNvDLY_jb8A2INbXMKwHaE8.jpeg,4
340,dataset\raw-img\dog\OIP-0tMAa3ZV-BaGgW2DRBpVSAHaFj.jpeg,4
341,dataset\raw-img\dog\OIP-kexXsadVfs0sZ4iQmEIMLAHaGO.jpeg,4
342,dataset\raw-img\dog\OIP-qrZCzKudO_jKXqkfTADZoQAAAA.jpeg,4
343,dataset\raw-img\dog\OIP-NCUGAITXHa-K_JwvPOAORwHaGL.jpeg,4
344,dataset\raw-img\cow\OIP-jWe6Ju98q0baCKyFnhVItAHaGE.jpeg,3
345,dataset\raw-img\elephant\ea35b9082bf5053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,5
346,dataset\raw-img\butterfly\OIP-isrsKyqp4J6B0eiN3gmQPwHaEo.jpeg,0
347,dataset\raw-img\spider\OIP-PnlKhmT0qMjNrK7yWFpRwQHaLI.jpeg,8
348,dataset\raw-img\butterfly\OIP-MRUK1QU1ZVUlvcSHtA6VSAHaE7.jpeg,0
349,dataset\raw-img\chicken\849.jpeg,2
350,dataset\raw-img\chicken\OIP-8wccTIK_idAPtwUirqAb5QHaHg.jpeg,2
351,dataset\raw-img\elephant\OIP-0FYpRVXgPQ3NN5qp9EkipQHaFj.jpeg,5
352,dataset\raw-img\cat\88.jpeg,1
353,dataset\raw-img\squirrel\OIP-aA_UfEUqUmnFdMxMWsSdFAHaEK.jpeg,9
354,dataset\raw-img\dog\OIP-a6f_3NZnLLqQdT-Sr6NP1AAAAA.jpeg,4
355,dataset\raw-img\horse\OIP-b9tOPIJO_ptUcAgug4qzIwHaD2.jpeg,6
356,dataset\raw-img\cat\1768.jpeg,1
357,dataset\raw-img\spider\OIP-E-5BBn7VuuPB9qCqe8lkNAHaGG.jpeg,8
358,dataset\raw-img\chicken\OIP-5L1_hLwThlZ4L1SRAW_cGQAAAA.jpeg,2
359,dataset\raw-img\chicken\OIP-CxzD3NJfBSDaFzV38vb-SgAAAA.jpeg,2
360,dataset\raw-img\dog\OIP-g0h1fhuIuleYFlgBLdZWkgHaE7.jpeg,4
361,dataset\raw-img\sheep\OIP-emQA-JGt7yVt5fYGhO-D3gHaFj.jpeg,7
362,dataset\raw-img\spider\OIP-B-iRwVe8IMlC7t1WebWKywAAAA.jpeg,8
363,dataset\raw-img\squirrel\OIP-E5zrOUSVkvPNyFt3-q7_jQHaGL.jpeg,9
364,dataset\raw-img\cat\1001.jpeg,1
365,dataset\raw-img\chicken\OIP-nJiZVivSyNI7EDI_ICf0wQHaFj.jpeg,2
366,dataset\raw-img\dog\OIP-0B2H2VPu9neVWW7TtvJlPAAAAA.jpeg,4
367,dataset\raw-img\horse\OIP-DeUGXA_4cHaJGHEiC-i5hAHaIR.jpeg,6
368,dataset\raw-img\dog\OIP-7HubSu7loZS2eSbSDYp6TgHaGL.jpeg,4
369,dataset\raw-img\elephant\eb3db80b2cfc033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
370,dataset\raw-img\elephant\eb30b50a2dfc043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
371,dataset\raw-img\horse\OIP-BUxZe8uQ214l-Lw1wUYdzwHaGD.jpeg,6
372,dataset\raw-img\cat\746.jpeg,1
373,dataset\raw-img\elephant\ea35b20a2bf7023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
374,dataset\raw-img\dog\OIP-FdpUuCwVDztWF5WDpwjm8QHaFj.jpeg,4
375,dataset\raw-img\spider\OIP-0LK502flfe37QugceODQjAHaFj.jpeg,8
376,dataset\raw-img\cat\1560.jpeg,1
377,dataset\raw-img\dog\OIP-dqaRMy0944hC4deWK-dUWgHaF7.jpeg,4
378,dataset\raw-img\horse\OIP-HiJxMSxwyT4Wj3G-6f2yRgHaE9.jpeg,6
379,dataset\raw-img\sheep\OIP-A0vEUaTa8AbT6NVPm_Jx7wHaGF.jpeg,7
380,dataset\raw-img\dog\OIP-NUMZRDppz0-YD3jM9w5-7gHaGL.jpeg,4
381,dataset\raw-img\chicken\OIP-cnT4l1wEp-kF5VxvcZdKUgHaJG.jpeg,2
382,dataset\raw-img\chicken\OIP-IZhxhYT9ToQbb-Bo38y7ngHaFj.jpeg,2
383,dataset\raw-img\horse\OIP-KgwxiD45b_uxH1E5la6xeQHaGN.jpeg,6
384,dataset\raw-img\spider\OIP-IpczhLT7cXmIvDzLuN3CXgHaKF.jpeg,8
385,dataset\raw-img\chicken\OIP-Fn8Ngndx8svxmEUAy5cJgAHaFj.jpeg,2
386,dataset\raw-img\squirrel\OIP-QE3GfHvWXYZsCoRcpLBxaAHaE8.jpeg,9
387,dataset\raw-img\spider\OIP-JJSKFr5Ls_jMull6_1WSggAAAA.jpeg,8
388,dataset\raw-img\spider\OIP-R7woZPafZk84xXr8dVGuBwHaFq.jpeg,8
389,dataset\raw-img\horse\OIP-dVpmt7YQPS_Oy55_VMZ-bgAAAA.jpeg,6
390,dataset\raw-img\sheep\OIP-KOxn5y3pCyH6DTc0R19fmQHaFc.jpeg,7
391,dataset\raw-img\squirrel\OIP-SAtEQGxJVg0ajrMBiqLa0AHaKM.jpeg,9
392,dataset\raw-img\chicken\494.jpeg,2
393,dataset\raw-img\spider\OIP-exE-ugBhrenOwXzBFLBnRAHaHa.jpeg,8
394,dataset\raw-img\spider\OIP-b0cIass6YviDCmiJuPY8pAHaHM.jpeg,8
395,dataset\raw-img\cat\1473.jpeg,1
396,dataset\raw-img\butterfly\OIP-dZUohSE5tFlOjhAroXL6jQHaEo.jpeg,0
397,dataset\raw-img\spider\OIP-KJhaiTDcnOQlMEmdEhGyTQHaEi.jpeg,8
398,dataset\raw-img\sheep\OIP-017krBCfAyR-tMKkFTmBAgHaFj.jpeg,7
399,dataset\raw-img\sheep\OIP-1-5zm3hc9w_HrPJVn2H0mgHaFj.jpeg,7
400,dataset\raw-img\dog\OIP-LSexVjaxBpAVFn3gs3ef5gHaKG.jpeg,4
401,dataset\raw-img\squirrel\OIP-B8QEWDuA81L9syz1XS3nGAHaKM.jpeg,9
402,dataset\raw-img\chicken\OIP-NtFJBFEUrq9DYeWLrmOZZgHaFj.jpeg,2
403,dataset\raw-img\elephant\OIP-qCrGGRKeAyaR-HmrAsg_IQHaDF.jpeg,5
404,dataset\raw-img\horse\OIP-NlJtEKLzwapBzE1mrh0G9wHaFj.jpeg,6
405,dataset\raw-img\horse\OIP-Q2eawEJNikyzqgnhEVlYFQHaJM.jpeg,6
406,dataset\raw-img\spider\OIP-7kN3Ns5pFU_pb0OoutFnCgHaFe.jpeg,8
407,dataset\raw-img\horse\OIP-dMWj8mbw7LvAKTOzySKYGwAAAA.jpeg,6
408,dataset\raw-img\dog\OIP-Id5B20saalmUQNMNxYEZNAHaFj.jpeg,4
409,dataset\raw-img\squirrel\OIP-OgBq_e9VFgDSgzV-wKKVLAHaFj.jpeg,9
410,dataset\raw-img\cat\1175.jpeg,1
411,dataset\raw-img\dog\OIP-Q_f0bGuulPMGw60eEjPYfAHaEx.jpeg,4
412,dataset\raw-img\chicken\560.jpeg,2
413,dataset\raw-img\chicken\912.jpeg,2
414,dataset\raw-img\dog\OIP-AEG6uznzZ0O36UESXv3NawHaFj.jpeg,4
415,dataset\raw-img\spider\OIP-pxi9DoSr63jSAM6yT_ulzwHaGC.jpeg,8
416,dataset\raw-img\spider\OIP-6o3bKvoiVYPgl-7j0qWV_QHaFy.jpeg,8
417,dataset\raw-img\cat\101.jpeg,1
418,dataset\raw-img\dog\OIP-byYT66SsNa4FLGFypjKRkwHaGm.jpeg,4
419,dataset\raw-img\chicken\OIP-hcOV6XnR9XQHAmtyeBx1awHaFj.jpeg,2
420,dataset\raw-img\horse\OIP-mS7p_MXrzECj1oDEE6NUpAHaE7.jpeg,6
421,dataset\raw-img\chicken\OIP-QvhpBc8aDmocG5LSaZGhyQHaF7.jpeg,2
422,dataset\raw-img\sheep\ea37b10720fd093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,7
423,dataset\raw-img\cat\1228.jpeg,1
424,dataset\raw-img\cow\OIP-1qRPzXH-kcEidmUI_wbdaAAAAA.jpeg,3
425,dataset\raw-img\squirrel\OIP-DZqtS35Fb3ZkrhUEjmG6FQHaE1.jpeg,9
426,dataset\raw-img\cat\1113.jpeg,1
427,dataset\raw-img\spider\OIP-tBDDdO5ZrqYczkUilkhIlgEsDh.jpeg,8
428,dataset\raw-img\dog\OIP-40EAtoofr23XjV-AO1F53gHaFO.jpeg,4
429,dataset\raw-img\butterfly\ea34b90b2bf3033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0
430,dataset\raw-img\spider\OIP-1G-_JV28G6976mfXjykQcgHaHa.jpeg,8
431,dataset\raw-img\spider\OIP-5M18b45rcexyBjsImScpRQHaIt.jpeg,8
432,dataset\raw-img\chicken\1023.jpeg,2
433,dataset\raw-img\butterfly\ea30b50a2afc1c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,0
434,dataset\raw-img\dog\OIP-iAm9M9ZQ1YsOe9uf9OrbVgHaGF.jpeg,4
435,dataset\raw-img\spider\OIP-cr1Qf-MmKqKtvWvFjBDg_QHaE8.jpeg,8
436,dataset\raw-img\squirrel\OIP-R7R-0NNxTJBw0-vTalJhSwHaE7.jpeg,9
437,dataset\raw-img\chicken\162.jpeg,2
438,dataset\raw-img\sheep\ea37b60d2ef1043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,7
439,dataset\raw-img\squirrel\OIP-IXg185PBsUiy2gDXcNmNZwHaE7.jpeg,9
440,dataset\raw-img\squirrel\OIP-M_IErIQdNaFyBFeUZ1HHRgHaFn.jpeg,9
441,dataset\raw-img\chicken\OIP-02eikDZOzCE3zTkjL-58WgHaNK.jpeg,2
442,dataset\raw-img\spider\OIP-M206yhxFCJbZxg55S4GwKwHaI7.jpeg,8
443,dataset\raw-img\cow\OIP-Ph1azwIZRdJQL7rWMiGXtgHaFS.jpeg,3
444,dataset\raw-img\horse\OIP-oheNrfhG17kJG27XutajuAHaF7.jpeg,6
445,dataset\raw-img\squirrel\OIP-tQ59jqpgJrP7IendfH2nVgHaE8.jpeg,9
446,dataset\raw-img\spider\OIP-OQkV42kPr4dADopolvElPAHaE7.jpeg,8
447,dataset\raw-img\chicken\168.jpeg,2
448,dataset\raw-img\spider\OIP-03kVc8Ekh9DpfxIOVf0TtAAAAA.jpeg,8
449,dataset\raw-img\squirrel\OIP-BR3iRGbYSJbPtxl2a5C7gQHaE8.jpeg,9
450,dataset\raw-img\butterfly\OIP-2nLtLk_jilzToow7kSOSgAHaE7.jpeg,0
451,dataset\raw-img\cat\569.jpeg,1
452,dataset\raw-img\dog\OIP-0WqEJ-JHaZfzAfFcW_u9JgHaFj.jpeg,4
453,dataset\raw-img\spider\OIP--m74RPaZ0HzKUT5m_LiOLgHaHX.jpeg,8
454,dataset\raw-img\dog\OIP-b-9fWvZvq5UlFYGv9erd9AHaEK.jpeg,4
455,dataset\raw-img\dog\OIP-7zSMjPJ5R2umgCVSg4P1QwHaFj.jpeg,4
456,dataset\raw-img\chicken\OIP-aXOhBOo5rUtdVy6o4hprqAHaEK.jpeg,2
457,dataset\raw-img\squirrel\OIP-B4aYLPz4BlyOdejUU1AbAQHaF9.jpeg,9
458,dataset\raw-img\spider\OIP-GXHHiX4jFZzJK0KYLCEG1wHaFc.jpeg,8
459,dataset\raw-img\chicken\OIP-kflnIJAVC5wDcc11e_ZgAQHaFO.jpeg,2
460,dataset\raw-img\dog\OIP-509oLsA3h-cs38SEj-humQHaE8.jpeg,4
461,dataset\raw-img\sheep\OIP-dlQoc9IdsHX_GRWwHi9AcwHaDf.jpeg,7
462,dataset\raw-img\cat\774.jpeg,1
463,dataset\raw-img\squirrel\OIP-oOcpiFXufeuZJw5ASPQemgHaFj.jpeg,9
464,dataset\raw-img\spider\OIP-Nm_V_V2SQrXIYpwwnkwQ3gHaFS.jpeg,8
465,dataset\raw-img\cow\OIP-hWv3vFImHVvLMdxm2pDUQgAAAA.jpeg,3
466,dataset\raw-img\squirrel\OIP-3XJVZ5mYfXAckzdudRWZcgHaEo.jpeg,9
467,dataset\raw-img\cow\OIP-m7o4AUGbpwhRYmD9yZH7_AHaFj.jpeg,3
468,dataset\raw-img\chicken\OIP-O_3H6uUXh7dKWmA8hMibSwHaEZ.jpeg,2
469,dataset\raw-img\horse\OIP-OgdPHedwaw8kKmOyxEJpMAAAAA.jpeg,6
470,dataset\raw-img\sheep\ea35b7072cf3083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,7
471,dataset\raw-img\sheep\OIP-e4U-KkykRq5jjgmw0lGUTQHaFN.jpeg,7
472,dataset\raw-img\spider\OIP-rLqlqEOSbidIetvTUw_0ZQHaGV.jpeg,8
473,dataset\raw-img\squirrel\OIP-6G9JSW08Wu7WTayypYjUEgHaE8.jpeg,9
474,dataset\raw-img\cat\e83db00928fc1c22d2524518b7444f92e37fe5d404b0144390f8c079a1e8b6_640.jpg,1
475,dataset\raw-img\spider\OIP-tj8xvAgMeLh-PGTQccj3QQHaF6.jpeg,8
476,dataset\raw-img\chicken\OIP-FZyGWlIoLOSJJMviSpSU7gHaEH.jpeg,2
477,dataset\raw-img\chicken\OIP-fqrJZD-bt8zrE9mryzVdGgHaHa.jpeg,2
478,dataset\raw-img\dog\OIP-Q30A9AaRef_PYrEvKMb3YgHaG5.jpeg,4
479,dataset\raw-img\cat\740.jpeg,1
480,dataset\raw-img\elephant\OIP-aAoQ1rth280Nprpb7dqvVwAAAA.jpeg,5
481,dataset\raw-img\squirrel\OIP-gyj6ZLT42bE1n1jp3qeNWAHaH6.jpeg,9
482,dataset\raw-img\chicken\OIP-bycHA-2ajXzaQV2kjxl2UAHaHc.jpeg,2
483,dataset\raw-img\horse\OIP-mmKjLOMmmDjimLhJTbqWzgAAAA.jpeg,6
484,dataset\raw-img\cat\1450.jpeg,1
485,dataset\raw-img\chicken\OIP-ftcVvNeH6oSXf7tbMwVFxgHaHp.jpeg,2
486,dataset\raw-img\spider\OIP-lpADkstow2Fc8qX-A22LugHaFT.jpeg,8
487,dataset\raw-img\cow\OIP-kzmcLMcvWDRa7myr16R6sAHaDf.jpeg,3
488,dataset\raw-img\cow\OIP-BSUPIt_LbeO_I60QZGpI5AAAAA.jpeg,3
489,dataset\raw-img\horse\OIP-EAcm0tgjQ8k6cYvwvyvPEwHaHN.jpeg,6
490,dataset\raw-img\butterfly\ea36b30d21f0053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0
491,dataset\raw-img\dog\OIP-j_kSTRlCMhkkGPb5XiH51wHaFj.jpeg,4
492,dataset\raw-img\cow\OIP-AIn-Y4fy0T-6kJr5Y5NVwwHaEs.jpeg,3
493,dataset\raw-img\cow\OIP-7m-aDmHlDCpJS4n5Tqnm-gAAAA.jpeg,3
494,dataset\raw-img\chicken\OIP-kXPlLWyIJNvQm9DlQ-wx_AHaFj.jpeg,2
495,dataset\raw-img\chicken\OIP-S3f4MlyhiSYl1S6qvFiq7wHaHn.jpeg,2
496,dataset\raw-img\spider\OIP-fXmVXAUSCw1ZLWhnqeA_wQAAAA.jpeg,8
497,dataset\raw-img\chicken\349.jpeg,2
498,dataset\raw-img\cat\193.jpeg,1
499,dataset\raw-img\spider\OIP-mwR-IUWs-rvE6N9H8SbdpAHaE4.jpeg,8
500,dataset\raw-img\spider\ea36b40c28f2033ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
501,dataset\raw-img\sheep\OIP-MoPKWxSeiYvbRcNFPqgm7gHaE7.jpeg,7
502,dataset\raw-img\sheep\e836b1092ef6003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,7
503,dataset\raw-img\cat\1548.jpeg,1
504,dataset\raw-img\sheep\OIP-QMoI5rAIxkZYOeLoe2GVwgHaE8.jpeg,7
505,dataset\raw-img\spider\OIP-R9x3DBd-vP4SWY3j5w4VKwHaFi.jpeg,8
506,dataset\raw-img\dog\OIP-Ca93pkBt6kfjDu7_IbicGgHaEo.jpeg,4
507,dataset\raw-img\spider\OIP-S9wF5WjcTZNTHkXwj7Az_QHaHN.jpeg,8
508,dataset\raw-img\cow\OIP-nueIMKu1VYk1y-3DotZEmQHaFj.jpeg,3
509,dataset\raw-img\chicken\661.jpeg,2
510,dataset\raw-img\dog\OIP-63eQNWuVxs8D47yToOFp4wHaFj.jpeg,4
511,dataset\raw-img\chicken\OIP-H8kGrqeai1F36VcPOc42NQHaE5.jpeg,2
512,dataset\raw-img\butterfly\OIP-BmX_ajJSXdtE_ShQlGWRVQHaEo.jpeg,0
513,dataset\raw-img\dog\OIP-aBBYjazNMgPD3efh8h_WMwHaHh.jpeg,4
514,dataset\raw-img\spider\OIP-9uLusvz9euGhbZK6ZoueSAHaFj.jpeg,8
515,dataset\raw-img\cow\OIP-R41kFUehSNnocpd7v4RWIgHaF0.jpeg,3
516,dataset\raw-img\dog\OIP-ewQTD3SaQ9q4hmPV93Ox8QHaHa.jpeg,4
517,dataset\raw-img\chicken\OIP-Fm20hM2UyhiB7qy34YTYSgHaFj.jpeg,2
518,dataset\raw-img\chicken\OIP-BL8DUqYeApp_gMHZFEo09wHaFb.jpeg,2
519,dataset\raw-img\spider\OIP-iK7x2JphFDuwdGHxfiWktgHaLj.jpeg,8
520,dataset\raw-img\horse\OIP-CslS-MBLpkv4Be0-wKecwQHaHa.jpeg,6
521,dataset\raw-img\sheep\e836b30c21f4033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,7
522,dataset\raw-img\horse\OIP-MGfxtnsNdpq8Wcoz4VlOXwAAAA.jpeg,6
523,dataset\raw-img\dog\OIP-ph2erDk8EP1rAzbSM5dkgQHaE7.jpeg,4
524,dataset\raw-img\spider\OIP-iOvRr5y3Dgtij0e-4Z40bgHaFK.jpeg,8
525,dataset\raw-img\chicken\OIP-Bh7xJ6omrYoFDkVE2jVoNQHaFj.jpeg,2
526,dataset\raw-img\squirrel\OIP-r61zCwNxJaO9ga74eQYDzAAAAA.jpeg,9
527,dataset\raw-img\spider\OIP-kWwdl2vHAkJFeIqAcJ4VUgHaGS.jpeg,8
528,dataset\raw-img\spider\OIP-QwWPdj5pa2z_n2ir6wxASwHaFj.jpeg,8
529,dataset\raw-img\cow\OIP-AKTgwtL9HTe97HWz5A_pUgHaFj.jpeg,3
530,dataset\raw-img\horse\OIP-cjW4NSw_ynPLYfux1jjvVAHaEu.jpeg,6
531,dataset\raw-img\dog\OIP-Ti396DQOywDeqBTVjh2rNQHaGX.jpeg,4
532,dataset\raw-img\elephant\OIP-3Z0HqqlB4mQ3wTNvuPkgEwHaE7.jpeg,5
533,dataset\raw-img\chicken\OIP-1zHoGzG2DuTuR0btWfS8igHaE8.jpeg,2
534,dataset\raw-img\squirrel\OIP-NoWjflA4LaS0tPBfZsmwkwHaEK.jpeg,9
535,dataset\raw-img\elephant\eb32b8092df5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
536,dataset\raw-img\dog\OIP-D8o49iIfCCvPL1inkNNumwHaFj.jpeg,4
537,dataset\raw-img\elephant\OIP-eLFrX-KvJGTNMFskVE7vUQHaE7.jpeg,5
538,dataset\raw-img\spider\OIP-J0CrRzgrq3YM9nti55cTPgHaFj.jpeg,8
539,dataset\raw-img\horse\OIP-79v2HBjC-SELCbHtk_oObAHaLS.jpeg,6
540,dataset\raw-img\butterfly\ed36b10f20e90021d85a5854ee454296eb70e3c818b413449df6c87fa7ee_640.jpg,0
541,dataset\raw-img\dog\OIP-qDOqWD1sR3TYje8LcZVm3gHaG2.jpeg,4
542,dataset\raw-img\cow\OIP-O0_MQjyZFZznZBrc_sJp3gHaE8.jpeg,3
543,dataset\raw-img\dog\OIP-JT_L001SNstQL9K3GsjJqwHaJg.jpeg,4
544,dataset\raw-img\cat\611.jpeg,1
545,dataset\raw-img\spider\OIP-qukFMQ75bmdQAAIBYONPSgHaFt.jpeg,8
546,dataset\raw-img\squirrel\OIP-6e-LOJdU_7cISg23J6SRlwHaE8.jpeg,9
547,dataset\raw-img\spider\OIP-dgWx6S4thfc7jWJc_GrsnAHaGR.jpeg,8
548,dataset\raw-img\horse\OIP-cQ0cOBSmwAvWhTZ2cAlqPAHaEL.jpeg,6
549,dataset\raw-img\spider\OIP-da6Itsm_UpS7jQyXlN_r5gHaE8.jpeg,8
550,dataset\raw-img\sheep\OIP-es0VOexO6ye0ZPUNTiRpYQHaFj.jpeg,7
551,dataset\raw-img\dog\OIP-THU-qo_MhFWZ2nQW3VBbmQHaIa.jpeg,4
552,dataset\raw-img\dog\OIP-8J-j2TNzeg1zystktzinQQHaFe.jpeg,4
553,dataset\raw-img\chicken\OIP-A7HRui5yE2OJlPox5TJe6gAAAA.jpeg,2
554,dataset\raw-img\squirrel\OIP-3eKuw11aLFs5vjzjvbsbqgHaE7.jpeg,9
555,dataset\raw-img\dog\OIP-eUXiiYUf36jxm21KoUhEgAHaFY.jpeg,4
556,dataset\raw-img\spider\OIP-fBG-ZUxQwlyaWcrBSpdzlQHaEI.jpeg,8
557,dataset\raw-img\spider\OIP-qqpmTOoebY2KqahVa31ddQHaDm.jpeg,8
558,dataset\raw-img\dog\OIP-RYHqGKgFI-twcPAs3TY3CgHaF8.jpeg,4
559,dataset\raw-img\horse\OIP-fLVB8NT9aZppoJiibuSqRwHaLH.jpeg,6
560,dataset\raw-img\spider\ea35b4072df0083ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
